seconds,vid_au4_mean,vid_au4_std,vid_au6_mean,vid_au6_std,vid_au12_mean,vid_au12_std,vid_au17_mean,vid_au17_std,vid_yaw_mean,vid_yaw_std,vid_pitch_mean,vid_pitch_std,vid_gaze_mean,vid_gaze_std
525,-1.3560225670117767,0.034033503351021226,-2.3134585150336004,0.033647772133794655,1.2844613336925235,0.02183955587130641,-2.514121942330124,0.05477270136790291,-0.0016699777046839397,0.0007433931705354038,0.056301210944851236,0.0012684884282288152,0.5417420343159625,0.12110536145401402
530,-1.28236118746458,0.029124781043336604,-2.3568856774162517,0.043523346356644635,1.2774946860730048,0.024381044683632523,-2.521349063886991,0.04815801527190236,0.0005894277493158976,0.0008752845589978543,0.051522780855496726,0.0008100783680429822,0.4514859686941952,0.09778373071862607
535,-1.3020131573798301,0.023533289643171983,-2.337674728093761,0.03601298070277455,1.2776001747056724,0.02576299019725068,-2.5240986812557495,0.05353214865011919,-0.0005505444606145223,0.0005139640000521663,0.05397727765142918,0.0014266622268707323,0.5055210909459693,0.06941775885813087
540,-1.3160323076103266,0.02336893644867178,-2.3231112690455884,0.038052086725814824,1.2739432071146322,0.019632916311917242,-2.5199020452281435,0.047736572986309,-0.0009138979514439901,0.0005450940567013506,0.05387229971587658,0.0006890483945635984,0.4939550526501324,0.07433684936494518
545,-1.3221927251571612,0.031053339159218953,-2.330858082329119,0.03874784037146565,1.284467356032944,0.025491189494188788,-2.5308657074962957,0.043123322898037525,-0.00020203232765197754,0.0008323326499485454,0.055655482336878774,0.0014505055157466055,0.47032162125055116,0.1007921524665187
550,-1.367604553986283,0.0385609182254233,-2.2559217561104132,0.10133559866861712,1.2265083784465147,0.05974940512093663,-2.245686257344343,0.21873740922629303,-0.006082687576611837,0.002347957895124232,0.06594567244251569,0.01077039624551274,0.3489630340954243,0.20158233506887505
555,-1.3655620712578187,0.052399355663836765,-2.1761605666783317,0.05777197629414677,1.1555391348290036,0.03817241031723793,-2.1466006091891647,0.05109452159341892,-0.0068379904826482135,0.000792805261749122,0.07676737348238627,0.0017409151248040913,0.13385249533714605,0.027698348228641378
560,-1.2798531936225717,0.08187154830813782,-2.1405128564880145,0.04813642806874568,1.4067604512865217,0.17664954220849946,-2.4225625674713407,0.25267291087498017,-0.003593802849451701,0.0058059348157047655,0.07257935507843892,0.008793498722129907,0.1723237594104696,0.052027861215417706
565,-1.310636569655364,0.07376353174577562,-2.173557613831643,0.07931126986571696,1.3954346921446177,0.08028316730718603,-2.305192973803951,0.24405344177209407,-0.005387554566065471,0.0039377049696749525,0.07503497535983722,0.009875421391484892,0.20040472844359347,0.11018120435183079
570,-1.3271941809722452,0.04972362434508873,-2.1966250306214055,0.06838755657100498,1.2944342544821466,0.07962558638703406,-2.3360671327368974,0.23932701046401642,-0.0023596314589182537,0.0017909436183923125,0.07306817668179671,0.006769041743287051,0.17166602922040008,0.10844556223433115
575,-1.3152742666519408,0.039298420397624385,-2.309290962716559,0.10350519910643112,1.3257770537234779,0.06362694355292088,-2.645437957773495,0.21971234792254296,-0.0020908008019129435,0.0015099676157644235,0.05949311080078284,0.005787510807273927,0.31956879715271974,0.15847779210000698
580,-1.2481717909000676,0.03549724540770287,-2.336787547072485,0.06686345924410635,1.3319462572786092,0.04909716478459109,-2.6561069587231434,0.13392358631294762,-0.001754730741182963,0.003054461475156432,0.05411504956583182,0.0021025944288328474,0.2848790486488998,0.15735182457885877
585,-1.2908078920144548,0.04672382314717751,-2.3435510558832533,0.07575215157436127,1.3833153064490886,0.07267693771351721,-2.722848666966142,0.17574250361045804,-0.0006174365679423014,0.001528413309721569,0.05479052277902762,0.004044062580167664,0.3508638422566986,0.15282866040547177
590,-1.2951705289971807,0.04861357469618435,-2.2193121006730165,0.07571721929027106,1.2848287622743875,0.1015817813239764,-2.4279531987205205,0.2313511640027546,-0.0022703423102696735,0.0020119389843689947,0.0654238431652387,0.006656674366211593,0.24856435869510327,0.14790992470506997
595,-1.2916945927656502,0.04820445196214631,-2.2619890886944902,0.08153277327515676,1.3097734280203068,0.06934879220756177,-2.5394515419552377,0.25553605017462067,-0.0013194650411605835,0.0024394208973003728,0.061426762267947195,0.008465240180363558,0.25617513653759066,0.17172193399221714
600,-1.29822240432472,0.048887848780342254,-2.255683573660337,0.08541599639664187,1.2643154666624647,0.0750452701496234,-2.453516465746104,0.2348627597385155,-0.0014556078116099039,0.002608048140656422,0.06105451035002867,0.005890627875154287,0.2085777661296038,0.17417309666902484
605,-1.3182091555877073,0.04948261540368733,-2.2682775220309686,0.07084708954734047,1.351983135465778,0.08003863822519722,-2.5951203398890015,0.1669507278398378,-0.00108266810576121,0.0015342890275590576,0.06170620987812678,0.005719420230899901,0.27800938716236423,0.17799942295010562
610,-1.3570033729715738,0.06414317051491228,-2.1445289198809374,0.15142440655783063,1.2076254135024227,0.07653261807413558,-2.4727011050964833,0.1596904898645568,-0.014898181955019633,0.005462346051834394,0.05628124738732974,0.007538162633871582,0.5523329792742722,0.1517704055288337
615,-1.3801466817608294,0.05082465257206604,-2.399708316232034,0.06390775985358325,1.337345497421791,0.047555427007478786,-2.6597395244576325,0.12188032572415494,-0.012374805212020874,0.001875327805046214,0.051032533484200636,0.003176501489914996,0.4481583649592331,0.12243454101400496
620,-1.3962717993271097,0.04482347506574471,-2.415196764712003,0.06387070642623839,1.3349190506294442,0.0366814554533433,-2.651138730681394,0.07472633919392259,-0.011230803529421489,0.000787991582791052,0.05131251787145932,0.0014040771909176598,0.5441805438245297,0.023382453149705048
